Status,Address,StreetNumber,StreetName,City,PostalCode,Lat,Long,ListPrice,ClosePrice,ListDate,CloseDate,SqFtTotal,PriceSqFtList,PriceSqFtSold,LotSize,YearBuilt,BedsTotal,BathsTotal,Stories,NewConstruction,Style,DOM,CDOM,SoldTerms,HOAMandatory,TaxAmount
Sold,4912 Eigel,4912,Eigel,Houston,77008,29.7750071,-95.4110339,41500,41500,1997-04-29,1998-05-08,784,52.93,52.93,5000,1930,2,1,1,FALSE,Traditional,360,360,Other,UNKNOWN,711
Sold,4315 Dickson,4315,Dickson,Houston,77007,29.765178,-95.4043251,46900,43000,1997-02-08,1997-03-31,1425,32.91,30.18,5000,1928,3,1,1,FALSE,Other Style,8,8,Conventional,UNKNOWN,1079
Sold,6111 Maxie,6111,Maxie,Houston,77007,29.7736902,-95.4239434,49900,43000,1997-09-01,1998-03-09,960,8.91,44.79,5600,1920,2,1,1,FALSE,Traditional,77,77,Conventional,UNKNOWN,927
Sold,4618 Eli,4618,Eli,Houston,77007,29.773636,-95.4080379,58500,43750,2001-03-16,2001-07-23,336,174.11,130.21,0,1923,1,1,1,FALSE,Other Style,81,81,Conventional,UNKNOWN,2439
Sold,4306 Eigel,4306,Eigel,Houston,77007,29.7750649,-95.4045049,64900,46000,2002-03-19,2002-09-06,900,72.11,51.11,8550,1930,2,1,1,FALSE,Traditional,121,121,Cash Sale,UNKNOWN,1422
Sold,5413 Lacy,5413,Lacy,Houston,77007,29.7642056,-95.4171302,75000,47500,1997-01-23,1997-06-12,600,15,79.17,5000,1920,2,1,1,FALSE,Traditional,112,112,Cash Sale,UNKNOWN,700
Sold,6312 Stillman,6312,Stillman,Houston,77007,29.7767898,-95.4258872,48000,48000,1998-03-20,1998-06-09,828,57.97,57.97,4600,1930,2,1,1,FALSE,Traditional,52,52,Conventional,UNKNOWN,0
Sold,1620 Knox,1620,Knox,Houston,77007,29.7754709,-95.4209255,49900,49900,1998-12-10,1999-07-09,1236,40.37,40.37,4144,1930,3,1,1,FALSE,Traditional,187,187,Conventional,UNKNOWN,915
Sold,5106 Schuler,5106,Schuler,Houston,77007,29.7728058,-95.4130386,55000,50000,1997-02-22,1997-12-16,1340,41.04,37.31,5000,1920,3,1,1,FALSE,Traditional,297,297,Owner 1st,UNKNOWN,1023
Sold,5002 Nolda,5002,Nolda,Houston,77007,29.7763771,-95.4119086,50000,50000,1998-01-21,1998-11-23,910,10,54.95,5000,1930,2,1,1,FALSE,Traditional,0,0,Cash Sale,UNKNOWN,905
Sold,5208 Blossom,5208,Blossom,Houston,77007,29.7676147,-95.4142661,52900,50000,1997-07-08,1997-08-20,636,11.56,78.62,4576,1950,2,1,1,FALSE,Ranch,8,8,Cash Sale,UNKNOWN,1106
Sold,1706 Patterson,1706,Patterson,Houston,77007,29.7761127,-95.4060427,55900,51000,2001-06-04,2002-07-27,1008,10.13,50.6,5519,1930,2,1,1,FALSE,Traditional,415,415,Cash Sale,UNKNOWN,0
Sold,6002 Truro,6002,Truro,Houston,77007,29.773529,-95.422044,55000,51000,1998-03-12,1998-04-21,768,9.82,66.41,5600,1930,2,1,1,FALSE,Traditional,11,11,Cash Sale,UNKNOWN,888
Sold,4302 Gibson,4302,Gibson,Houston,77077,29.7671568,-95.4033836,54500,52000,1997-03-03,1997-04-11,1194,45.64,43.55,5500,1950,2,1,1,FALSE,"Colonial, Traditional",8,8,Conventional,UNKNOWN,1183
Sold,6107 Maxie,6107,Maxie,Houston,77007,29.773716,-95.423773,60000,53000,1997-06-15,1997-06-03,958,62.63,55.32,5600,1920,3,1,1,FALSE,Traditional,18,18,FHA,UNKNOWN,1007
Sold,4407 Allen Street,4407,Allen,Houston,77007,29.772034,-95.4051529,58900,54000,2012-06-15,2012-07-12,768,76.69,70.31,2030,1937,2,1,1,FALSE,Traditional,12,12,Cash Sale,FALSE,1902
Sold,4115 Allen,4115,Allen,Houston,77007,29.7717767,-95.4028927,54900,55000,2006-09-25,2006-11-13,744,73.79,73.92,3500,1920,2,1,1,FALSE,Traditional,32,32,Conventional,UNKNOWN,1013
Sold,6007 Hamman,6007,Hamman,Houston,77007,29.7759317,-95.4226134,55000,55000,1997-06-16,1998-04-29,1218,45.16,45.16,5000,1930,3,1,1,FALSE,Traditional,286,286,Conventional,UNKNOWN,910
Sold,5422 Feagan,5422,Feagan,Houston,77007,29.7661067,-95.4172952,63000,55000,1997-05-12,1997-08-29,834,11.45,65.95,5500,1940,2,1,1,FALSE,Traditional,71,71,Private,UNKNOWN,927
Sold,1511 Bonner Street,1511,Bonner,Houston,77007,29.7746361,-95.4024427,70000,56000,2003-07-31,2003-10-07,1022,68.49,54.79,2753,1940,2,1,1,FALSE,Traditional,40,40,Cash Sale,UNKNOWN,871
Sold,5210 Eigel,5210,Eigel,Houston,77007,29.7749235,-95.4141843,62500,56000,1997-10-25,1998-03-06,0,5.84,5.23,10700,1900,2,1,1,FALSE,Traditional,97,97,Conventional,UNKNOWN,783
Sold,715 Asbury,715,Asbury,Houston,77007,29.768599,-95.418694,64500,57000,1997-03-23,1997-07-31,884,72.96,64.48,5000,1930,2,1,1,FALSE,Traditional,129,129,Cash Sale,UNKNOWN,1128
Sold,5115 Gibson,5115,Gibson,Houston,77007,29.7665591,-95.4130591,57500,57000,1997-02-10,1997-06-12,936,11.5,60.9,5000,1940,2,1,1,FALSE,Traditional,122,122,Cash Sale,UNKNOWN,863
Sold,6012 Tyne,6012,Tyne,Houston,77007,29.7749062,-95.4228794,67900,57000,1997-06-25,1997-09-17,905,75.03,62.98,5000,1930,2,1,1,FALSE,Traditional,82,82,Conventional,UNKNOWN,876
Sold,4511 Eigel,4511,Eigel,Houston,77007,29.77466,-95.406856,69900,57230,2001-09-16,2002-06-22,772,90.54,74.13,0,1920,1,1,1,FALSE,Traditional,268,268,Cash Sale,UNKNOWN,0
Sold,5331 Nolda,5331,Nolda,Houston,77007,29.775984,-95.417263,60000,58000,1999-04-07,1999-07-30,942,63.69,61.57,5350,1947,2,1,1,FALSE,Traditional,106,106,Cash Sale,UNKNOWN,928
Sold,4819 Blossom,4819,Blossom,Houston,77007,29.7672323,-95.4103792,69900,58000,1998-04-05,1998-05-13,437,159.95,132.72,0,1940,0,0,1,TRUE,Other Style,9,9,Cash Sale,UNKNOWN,0
Sold,6009 Tyne,6009,Tyne,Houston,77007,29.7745589,-95.422552,69000,60000,1996-12-09,1997-03-13,848,81.37,70.75,5600,1930,3,1,1,FALSE,Other Style,58,58,Conventional,UNKNOWN,921
Sold,5324 Inker,5324,Inker,Houston,77007,29.7756683,-95.4169256,61900,60000,1999-03-11,1999-05-25,1050,58.95,57.14,5350,1945,3,1,1,FALSE,Ranch,12,12,Conventional,UNKNOWN,1077
Sold,1202 Birdsall,1202,Birdsall,Houston,77007,29.7715745,-95.4199945,49900,61600,1998-02-14,1998-05-29,720,69.31,85.56,5750,1975,0,1,1,FALSE,Other Style,79,79,Conventional,UNKNOWN,776
Sold,4714 Allen,4714,Allen,Houston,77007,29.7731114,-95.4088655,64900,62400,1999-05-04,1999-06-15,864,75.12,72.22,0,1920,2,1,1,FALSE,Traditional,20,20,Conventional,UNKNOWN,504
Sold,5202 Schuler,5202,Schuler,Houston,77007,29.7727824,-95.4136114,61900,62500,2002-11-07,2002-12-27,1222,50.65,51.15,4750,1930,2,2,1,FALSE,Traditional,7,7,Conventional,UNKNOWN,0
Sold,815 Birdsall,815,Birdsall,Houston,77007,29.7694917,-95.4204753,65000,62500,1997-07-16,1997-09-04,720,13,86.81,5000,1925,2,1,1,FALSE,Traditional,9,9,Conventional,UNKNOWN,1117
Sold,4717 Eli,4717,Eli,Houston,77007,29.7732918,-95.4088655,64000,64000,1998-11-18,1999-04-29,884,72.4,72.4,0,1920,2,1,1,FALSE,"Traditional, Victorian",105,105,Conventional,UNKNOWN,504
Sold,6017 Schuler,6017,Schuler,Houston,77007,29.772259,-95.422648,57000,65000,1997-10-15,1997-11-03,1082,52.68,60.07,5000,1936,2,1,1,FALSE,Other Style,16,16,Cash Sale,UNKNOWN,885
Sold,215 Birdsall,215,Birdsall,Houston,77007,29.7635189,-95.420414,65000,65000,1997-07-30,1997-11-26,1068,13,60.86,5000,1930,3,1,1,FALSE,Traditional,87,87,Cash Sale,UNKNOWN,1575
Sold,4604 Eigel,4604,Eigel,Houston,77007,29.7750555,-95.4076382,64900,65300,2000-12-01,2001-03-19,780,12.98,83.72,5000,1930,2,1,1,FALSE,Traditional,83,83,Conventional,UNKNOWN,1068
Sold,4117 Allen Street,4117,Allen,Houston,77007,29.771695,-95.403022,66000,66000,2003-10-31,2003-12-11,916,72.05,72.05,7000,1930,3,1,1,FALSE,Traditional,0,267,Conventional,UNKNOWN,1383
Sold,5206 Schuler,5206,Schuler,Houston,77007,29.772758,-95.413684,69506,67000,1998-05-27,1998-12-04,1248,14.63,53.69,4750,1930,3,2,1,FALSE,Traditional,19,19,FHA,UNKNOWN,927
Sold,4514 Nolda,4514,Nolda,Houston,77007,29.7765289,-95.4069568,85000,67000,1997-07-01,1998-07-20,1067,79.66,62.79,5029,1930,2,1,1,FALSE,Traditional,370,370,Conventional,UNKNOWN,822
Sold,0 Spg,0,Spg,Houston,77007,29.7475965,-95.4503435,70000,70000,2006-10-02,2006-12-19,920,28,76.09,2500,1930,1,1,1,FALSE,Traditional,29,29,Cash Sale,UNKNOWN,1146
Sold,6116 Hamman Street,6116,Hamman,Houston,77007,29.776228,-95.4239127,85000,70000,2006-03-17,2006-06-22,612,34,114.38,2500,1927,1,1,1,FALSE,Ranch,78,78,Cash Sale,UNKNOWN,1993
Sold,5104 Schuler,5104,Schuler,Houston,77007,29.7728125,-95.412875,70000,70000,2002-04-06,2002-09-12,1092,64.1,64.1,5000,1924,2,1,1,FALSE,Other Style,12,12,Conventional,UNKNOWN,11
Sold,5221 Nett,5221,Nett,Houston,77007,29.771675,-95.414512,75000,70000,2000-01-10,2000-05-30,1015,15,68.97,5000,1930,2,1,1,FALSE,Traditional,106,106,Conventional,UNKNOWN,1129
Sold,716 Asbury,716,Asbury,Houston,77007,29.768675,-95.41823,75000,70000,1998-05-19,1998-08-27,960,15,72.92,5000,1915,2,1,1,FALSE,Traditional,7,7,Cash Sale,UNKNOWN,1179
Sold,5111 Floyd,5111,Floyd,Houston,77007,29.767997,-95.412882,80000,70000,1998-04-16,1998-05-29,1080,16,64.81,5000,1950,3,1,1,FALSE,Traditional,18,18,Conventional,UNKNOWN,1099
Sold,4416 Schuler,4416,Schuler,Houston,77007,29.773161,-95.405873,73990,71000,2002-03-01,2002-04-19,1134,14.8,62.61,5000,1920,3,2,1,FALSE,Other Style,7,7,Conventional,UNKNOWN,1033
Sold,4406 Allen Street,4406,Allen,Houston,77007,29.77249,-95.4053063,75000,72080,2004-03-04,2004-07-23,680,110.29,106,2805,1920,2,1,1,FALSE,Other Style,56,56,Conventional,UNKNOWN,942
Sold,4223 Marina Street,4223,Marina,Houston,77007,29.7757435,-95.4040381,89000,75000,2008-10-21,2009-08-19,890,24.05,84.27,3700,1930,3,2,1,FALSE,Traditional,232,232,FHA,FALSE,2062
Sold,4226 Marina Street,4226,Marina,Houston,77007,29.7760157,-95.4039972,76000,75000,2005-03-15,2005-06-21,1152,20.54,65.1,3700,1936,2,1,1,FALSE,Other Style,30,30,Conventional,UNKNOWN,915
Sold,4717 Eli Street,4717,Eli,Houston,77007,29.7732918,-95.4088655,82500,75000,2005-01-06,2005-02-23,884,93.33,84.84,2569,1920,2,1,1,FALSE,Other Style,25,25,Conventional,UNKNOWN,1765
Sold,1419 Birdsall,1419,Birdsall,Houston,77007,29.773698,-95.420597,100000,75000,1999-09-29,1999-10-22,822,20,91.24,5000,1932,2,1,1,FALSE,Other Style,9,9,Conventional,UNKNOWN,950
Sold,5003 Gibson,5003,Gibson,Houston,77007,29.7665897,-95.411611,80000,75000,1997-09-02,1997-11-25,1120,71.43,66.96,5000,1936,1,0.1,1,FALSE,Other Style,24,24,Cash Sale,UNKNOWN,839
Sold,811 Olive,811,Olive,Houston,77007,29.7687029,-95.4034985,103000,77000,2002-04-23,2002-07-09,833,20.6,92.44,5000,1925,2,1,1,FALSE,Traditional,62,62,Cash Sale,UNKNOWN,1744
Sold,5110 Schuler,5110,Schuler,Houston,77007,29.772808,-95.413246,87000,77000,1997-09-15,1998-01-15,1555,55.95,49.52,10000,1920,2,1,1.5,FALSE,Traditional,95,95,Owner 1st,UNKNOWN,1001
Sold,4316 Blossom,4316,Blossom,Houston,77007,29.7677933,-95.4043654,86500,77500,1996-11-20,1997-05-06,1392,62.14,55.68,5000,1920,2,1,1,FALSE,Traditional,158,158,FHA,UNKNOWN,1429
Sold,919 Malone,919,Malone,Houston,77007,29.7701499,-95.4195444,81900,79000,1998-11-27,1999-03-16,840,16.38,94.05,5000,1927,2,1,1,FALSE,Traditional,90,90,Conventional,UNKNOWN,1077
Sold,4514 Floyd,4514,Floyd,Houston,77007,29.768501,-95.406789,79900,79000,1998-06-08,1998-09-30,1200,16.65,65.83,4800,1930,2,1,1,FALSE,Traditional,51,51,Conventional,UNKNOWN,1224
Sold,1612 Knox,1612,Knox,Houston,77007,29.7752534,-95.4210147,79000,79000,2001-03-20,2001-09-12,864,11.38,91.44,6944,1930,2,1,1,FALSE,Traditional,175,175,Cash Sale,UNKNOWN,1916
Sold,4603 Inker Street,4603,Inker,Houston,77007,29.775395,-95.407497,79500,79500,2003-09-15,2004-01-23,792,15.9,100.38,5000,1925,2,1,1,FALSE,Traditional,87,121,Cash Sale,UNKNOWN,1407
Sold,4122 Floyd,4122,Floyd,Houston,77007,29.7684913,-95.4027291,79900,79999,1998-08-13,1998-09-20,1204,66.36,66.44,4488,1926,2,2,1,FALSE,Traditional,26,26,Conventional,UNKNOWN,1105
Sold,4201 Marina Street,4201,Marina,Houston,77007,29.7757284,-95.4033018,85000,80000,2012-02-19,2012-04-11,825,21.91,96.97,3880,1930,2,1,1,FALSE,Traditional,31,31,Cash Sale,FALSE,1846
Sold,1612 Patterson Street,1612,Patterson,Houston,77007,29.7756857,-95.4060547,89500,80000,2010-06-28,2011-10-11,898,22.01,89.09,4067,1930,0,0,1,FALSE,Other Style,460,460,Cash Sale,FALSE,3336
Sold,4226 Marina Street,4226,Marina,Houston,77007,29.7760157,-95.4039972,89900,80000,2007-11-06,2008-06-03,1152,78.04,69.44,3700,1936,2,1,1,FALSE,Traditional,137,137,Cash Sale,FALSE,2141
Sold,4204 Marina Street,4204,Marina,Houston,77007,29.7760391,-95.4034245,90000,80000,2006-01-13,2006-05-31,840,107.14,95.24,4000,1930,3,1,1,FALSE,Traditional,66,66,Cash Sale,UNKNOWN,2443
Sold,4210 Schuler,4210,Schuler,Houston,77007,29.7731697,-95.4030154,126000,80000,2005-11-29,2006-04-10,1218,103.45,65.68,0,1920,3,2,1.5,FALSE,Other Style,18,18,Conventional,UNKNOWN,2781
Sold,5240 Nett,5240,Nett,Houston,77007,29.7720711,-95.4152409,94000,80000,2001-04-27,2001-08-14,748,18.8,106.95,5000,1930,2,1,1,FALSE,Traditional,82,82,Cash Sale,UNKNOWN,1600
Sold,1210 Malone,1210,Malone,Houston,77007,29.7719938,-95.4191148,83500,80000,1999-01-06,1999-03-12,1008,82.84,79.37,5000,1930,2,1,1,FALSE,Traditional,46,46,Conventional,UNKNOWN,904
Sold,4108 Lillian,4108,Lillian,Houston,77007,29.769752,-95.402627,80000,80000,1998-07-02,1998-09-04,1220,65.57,65.57,7560,1910,2,2,1,FALSE,Traditional,39,39,Conventional,UNKNOWN,1566
Sold,706 Birdsall,706,Birdsall,Houston,77007,29.768321,-95.419884,82000,80000,1998-02-02,1998-03-23,1080,16.4,74.07,5000,1925,3,1,1,FALSE,Traditional,49,49,Conventional,UNKNOWN,1161
Sold,4508 Gibson,4508,Gibson,Houston,77007,29.7670718,-95.4065745,84900,81000,1998-10-27,1999-01-31,1001,16.98,80.92,5000,1960,2,1,1,FALSE,Traditional,94,94,Conventional,UNKNOWN,1362
Sold,1501 Birdsall,1501,Birdsall,Houston,77007,29.7739961,-95.4202343,79900,81000,1998-04-02,1998-05-18,0,0,0,0,0,3,1,1,FALSE,Traditional,9,9,Conventional,UNKNOWN,0
Sold,823 Olive,823,Olive,Houston,77007,29.7692175,-95.4034228,79900,81000,1998-01-08,1998-02-27,1123,71.15,72.13,5200,1920,3,1,1,FALSE,Victorian,6,6,Conventional,UNKNOWN,1208
Sold,713 Birdsall,713,Birdsall,Houston,77007,29.7684896,-95.4204446,82000,82000,1998-01-08,1998-02-20,720,16.4,113.89,5000,1940,1,1,1,FALSE,Traditional,42,42,Conventional,UNKNOWN,1112
Sold,4704 Allen Street,4704,Allen,Houston,77007,29.773073,-95.4087019,70000,83900,2005-04-19,2005-08-08,864,81.02,97.11,3700,1923,2,1,1,FALSE,Traditional,33,33,Conventional,UNKNOWN,2192
Sold,6315 Hamman,6315,Hamman,Houston,77007,29.7757084,-95.4255905,84600,84800,2011-01-06,2011-02-28,704,120.17,120.45,3424,1955,2,1,1,FALSE,Traditional,17,17,Cash Sale,FALSE,0
Sold,4314 Koehler,4314,Koehler,Houston,77007,29.7743241,-95.4049319,110000,85000,2004-12-13,2005-02-10,875,125.71,97.14,5400,1920,2,1,1,FALSE,Other Style,46,46,Cash Sale,UNKNOWN,1410
Sold,4114 Marina Street,4114,Marina,Houston,77007,29.776085,-95.402889,80000,85000,2004-04-16,2004-08-06,1160,16.67,73.28,4800,1930,3,1,1,FALSE,Traditional,81,81,Cash Sale,UNKNOWN,1193
Sold,5237 Nett,5237,Nett,Houston,77007,29.7716833,-95.4151253,85000,85000,2002-09-01,2002-10-30,768,17,110.68,5000,1930,2,1,1,FALSE,Traditional,44,225,Cash Sale,UNKNOWN,4059
Sold,1401 Asbury,1401,Asbury,Houston,77007,29.77334,-95.418726,87500,85000,2001-07-11,2001-08-17,816,107.23,104.17,5000,1900,2,1,1,FALSE,Traditional,19,19,Owner 1st,UNKNOWN,1487
Sold,5811 Maxie,5811,Maxie,Houston,77007,29.7738454,-95.4208145,85000,85000,1999-06-11,1999-10-21,1402,60.63,60.63,5600,1932,3,1,1,FALSE,Traditional,112,112,Conventional,UNKNOWN,1226
Sold,4811 Blossom,4811,Blossom,Houston,77007,29.76731,-95.41006,90000,85000,1999-05-18,1999-06-28,1152,78.13,73.78,5000,1930,3,1,1,FALSE,Traditional,13,13,Conventional,UNKNOWN,1245
Sold,4714 Allen Street,4714,Allen,Houston,77007,29.7731114,-95.4088655,89500,85500,2004-05-24,2004-07-20,863,103.71,99.07,2131,1920,2,1,1,FALSE,Other Style,19,201,FHA,UNKNOWN,2118
Sold,1522 Cohn,1522,Cohn,Houston,77007,29.7747527,-95.4216722,95000,86000,2000-01-17,2000-05-23,1512,19,56.88,5000,1940,3,1.1,1,FALSE,Traditional,91,91,Conventional,UNKNOWN,1052
Sold,1205 Thompson Street,1205,Thompson,Houston,77007,29.7725317,-95.4042836,84900,86500,2005-11-29,2006-07-11,0,28.21,28.74,3010,1950,2,1,1,FALSE,Traditional,192,192,Conventional,UNKNOWN,0
Sold,309 Birdsall,309,Birdsall,Houston,77007,29.765324,-95.420371,93500,87000,1997-05-12,1997-06-30,744,125.67,116.94,5000,1920,2,1,1,FALSE,Traditional,46,46,Conventional,UNKNOWN,1305
Sold,4612 Gibson,4612,Gibson,Houston,77007,29.7671186,-95.4076382,87900,87500,1999-08-05,1999-09-10,450,17.58,194.44,5000,1950,1,1,1,FALSE,Other Style,5,5,Cash Sale,UNKNOWN,638
Sold,5115 Inker,5115,Inker,Houston,77007,29.7754188,-95.4133069,93500,88000,2001-01-16,2001-02-26,948,98.63,92.83,5000,1930,2,1,1,FALSE,Contemporary/Modern,8,8,Cash Sale,UNKNOWN,1222
Sold,4312 Dickson,4312,Dickson,Houston,77007,29.7655985,-95.4039972,89900,88550,1998-03-25,1998-05-29,1800,49.94,49.19,0,1930,4,2,1,FALSE,Traditional,33,33,FHA,UNKNOWN,1286
Sold,908 Malone,908,Malone,Houston,77007,29.7698083,-95.4190884,89900,89900,1997-01-16,1997-06-23,1156,77.77,77.77,11500,1927,3,2,1,FALSE,Ranch,114,114,Conventional,UNKNOWN,2396
Sold,4704 Allen,4704,Allen,Houston,77007,29.773073,-95.4087019,89900,89900,1999-10-05,2000-02-11,1224,73.45,73.45,3700,1923,3,1,1,FALSE,Traditional,98,98,FHA,UNKNOWN,652
Sold,1309 Birdsall,1309,Birdsall,Houston,77007,29.773091,-95.4204037,89900,89900,1999-08-27,2000-03-09,718,17.98,125.21,5000,1932,2,1,1,FALSE,Traditional,185,185,Conventional,UNKNOWN,1041
Sold,4301 Chester Street,4301,Chester,Houston,77007,29.7763764,-95.4045931,170000,90000,2011-02-12,2011-09-06,1152,34,78.13,5000,1930,0,0,1,FALSE,Traditional,189,189,Cash Sale,FALSE,3319
Sold,1815 Thompson Street,1815,Thompson,Houston,77007,29.776239,-95.404605,105000,90000,2009-08-06,2009-08-25,790,21,113.92,5000,1930,2,1,1,FALSE,Traditional,15,15,Cash Sale,FALSE,3356
Sold,1509 Bonner Street,1509,Bonner,Houston,77007,29.7745342,-95.402453,99500,90000,2005-04-19,2005-06-23,840,118.45,107.14,2673,1920,2,1,1,FALSE,Traditional,51,51,Conventional,UNKNOWN,1681
Sold,5215 Schuler Street,5215,Schuler,Houston,77007,29.7723707,-95.4140308,95000,90000,2004-01-20,2004-02-27,962,19,93.56,5000,1950,2,1,1,FALSE,Traditional,24,24,Conventional,UNKNOWN,4070
Sold,4306 Blossom Street,4306,Blossom,Houston,77007,29.7677976,-95.403769,120000,90000,2003-02-02,2003-08-04,840,28.57,107.14,4200,1922,2,1,1,FALSE,Traditional,129,129,Cash Sale,UNKNOWN,2657
Sold,4123 Floyd,4123,Floyd,Houston,77007,29.7681757,-95.4027291,94900,90000,2002-10-10,2003-05-29,1314,21.57,68.49,4400,1920,3,1,1,FALSE,Traditional,0,0,Conventional,UNKNOWN,0
Sold,4109 N Degeorge,4109,Degeorge,Houston,77007,29.7948809,-95.3803162,91500,91000,1996-07-11,1997-03-30,0,0,0,0,0,3,2,1,FALSE,Other Style,188,188,Conventional,UNKNOWN,0
Sold,5302 Feagan,5302,Feagan,Houston,77007,29.766183,-95.415166,102000,91000,1998-10-27,1999-02-11,1092,15.04,83.33,6784,1940,2,1,1,FALSE,Traditional,107,107,Cash Sale,UNKNOWN,1282
Sold,1624 Knox Street,1624,Knox,Houston,77007,29.7755945,-95.4209357,109900,91500,2005-09-02,2006-02-06,0,34.13,28.42,3220,1930,3,1,1,FALSE,Victorian,0,0,Conventional,UNKNOWN,1328
Sold,1609 Bass Street,1609,Bass,Houston,77007,29.7752563,-95.4010183,97500,92000,2004-05-12,2004-10-21,792,19.5,116.16,5000,1930,2,1,1,FALSE,Other Style,147,147,Cash Sale,UNKNOWN,782
Sold,1607 Bass Street,1607,Bass,Houston,77007,29.7756314,-95.4012564,97500,92000,2004-05-12,2004-10-21,1056,19.5,87.12,5000,1930,2,1,1,FALSE,Victorian,147,147,Cash Sale,UNKNOWN,959
Sold,1516 Thompson,1516,Thompson,Houston,77007,29.77478,-95.40394,95000,92000,2004-02-16,2004-04-06,992,95.77,92.74,5400,1920,2,1,1,FALSE,Traditional,0,57,Cash Sale,UNKNOWN,1282
Sold,6019 Schuler,6019,Schuler,Houston,77007,29.7723108,-95.4229408,100000,92000,2000-02-22,2000-10-02,1517,65.92,60.65,4490,1930,3,2,1.5,FALSE,Traditional,206,206,Conventional,UNKNOWN,1339
Sold,4702 Feagan,4702,Feagan,Houston,77007,29.7662752,-95.4084155,95000,92000,1999-01-30,1999-03-22,987,96.25,93.21,5000,1928,2,1,1,FALSE,Traditional,9,9,Conventional,UNKNOWN,1450
Sold,501 Asbury,501,Asbury,Houston,77007,29.766708,-95.418669,97000,92000,1997-06-11,1997-08-06,1349,71.91,68.2,5501,1940,2,1,1,FALSE,Traditional,34,34,Conventional,UNKNOWN,1479
