Status,Address,StreetNumber,StreetName,City,PostalCode,Lat,Long,ListPrice,ClosePrice,ListingContractDate,CloseDate,SqFtTotal,PriceSqFtList,PriceSqFtSold,LotSize,YearBuilt,BedsTotal,BathsTotal,Stories,NewConstruction,Style,DOM,CDOM,SoldTermsNew,HOAMandatory,TaxAmount
Sold,705 Wendel,705,Wendel,Houston,77008,29.7824572,-95.3797846,104900,92500,1998-10-13,1999-02-12,0,20.98,18.5,5000,1920,1,1,1,FALSE,Traditional,113,113,Cash Sale,UNKNOWN,1613
Sold,3510 White Oak,3510,White Oak,Houston,77007,29.7817235,-95.3956117,89000,92700,1999-08-16,1999-10-22,0,20.23,21.07,4400,1920,2,2,1,FALSE,Other Style,46,46,Conventional,UNKNOWN,1643
Sold,534 Frasier,534,Frasier,Houston,77007,29.781008,-95.3904786,99900,93300,1998-11-03,1999-03-30,1312,76.14,71.11,5000,1920,2,1.1,1,FALSE,Traditional,117,117,Conventional,UNKNOWN,0
Sold,1341 Omar,1341,Omar,Houston,77008,29.7881929,-95.391767,99966,93500,1999-01-26,1999-03-19,776,21.5,120.49,4650,1930,1,1,1,FALSE,Traditional,13,13,Cash Sale,UNKNOWN,1185
Sold,1023 7th 1/2 Street,1023,7th 1/2,Houston,77007,29.7846446,-95.3853257,109900,94000,2007-04-10,2007-07-20,696,26.55,135.06,4140,1920,0,1,1,FALSE,Traditional,35,218,Cash Sale,UNKNOWN,2364
Sold,1027 E 7th,1027,7th,Houston,77009,29.7837361,-95.3854892,99500,94000,1997-02-03,1997-04-30,1632,60.97,57.6,6600,1926,2,2,1,FALSE,Traditional,28,28,Conventional,UNKNOWN,1972
Sold,3016 Houston,3016,Houston,Houston,77009,29.7735064,-95.3512194,99000,95000,2002-05-30,2002-10-11,864,114.58,109.95,4000,1920,2,1,1,FALSE,Traditional,102,102,Conventional,UNKNOWN,1970
Sold,633 E 10th,633,10th,Houston,77008,29.7891368,-95.3905814,99500,95000,1997-02-03,1997-05-02,1062,93.69,89.45,6250,1926,2,1,1,FALSE,Traditional,77,77,Conventional,UNKNOWN,1945
Sold,839 Oxford,839,Oxford,Houston,77007,29.7864628,-95.392176,106000,95000,1998-06-27,1998-10-30,864,122.69,109.95,5940,1920,2,1,1,FALSE,Other Style,82,82,Conventional,UNKNOWN,2315
Sold,2512 White Oak,2512,White Oak,Houston,77009,29.781924,-95.384759,99500,95000,1997-11-18,1997-12-27,2134,46.63,44.52,6600,1935,2,2,1,FALSE,Victorian,3,3,Conventional,UNKNOWN,1832
Sold,1014 Columbia,1014,Columbia,Houston,77009,29.789499,-95.392754,99900,95000,1997-11-06,1997-12-15,1008,99.11,94.25,6600,1920,2,2,1,FALSE,Traditional,28,28,Conventional,UNKNOWN,1785
Sold,3322 Beauchamp,3322,Beauchamp,Houston,77009,29.7883778,-95.3738966,109500,95000,1997-07-14,1997-09-11,3776,11.23,25.16,9750,1975,1,0.1,1,FALSE,Other Style,37,37,Owner 1st,UNKNOWN,1667
Sold,520 Threlkeld,520,Threlkeld,Houston,77007,29.7801876,-95.3879225,94900,96000,2000-10-31,2001-02-28,1176,18.98,81.63,5000,1920,3,1,1,FALSE,Traditional,92,92,Conventional,UNKNOWN,1821
Sold,601 12th Street,601,12th,Houston,77008,29.7927694,-95.3917176,99500,97000,2003-04-09,2003-06-16,756,131.61,128.31,4400,1920,2,1,1,FALSE,Traditional,37,37,Cash Sale,UNKNOWN,2947
Sold,3007 Norhill,3007,Norhill,Houston,77009,29.785525,-95.3864094,94960,98000,1998-07-21,1998-08-26,1226,77.46,79.93,5350,1920,2,1,1,FALSE,Traditional,8,8,Conventional,UNKNOWN,1870
Sold,616 Redan,616,Redan,Houston,77009,29.7895865,-95.3785579,99000,99000,1997-08-29,1998-02-17,1070,92.52,92.52,5000,1925,2,1,1,FALSE,Traditional,145,145,Conventional,UNKNOWN,2077
Sold,207 Redan,207,Redan,Houston,77009,29.790018,-95.373391,109900,99500,2000-12-11,2001-02-28,1153,95.32,86.3,6350,1920,2,1,1,FALSE,Traditional,79,79,Conventional,UNKNOWN,2353
Sold,636 Pecore,636,Pecore,Houston,77009,29.7903716,-95.3792122,102500,99500,1997-01-15,1997-04-11,1236,82.93,80.5,6250,1920,2,1,1,FALSE,Traditional,55,55,Conventional,UNKNOWN,2207
Sold,1222 Omar,1222,Omar,Houston,77009,29.7878618,-95.3888223,99000,99500,1997-06-11,1997-06-26,0,0,0,0,0,2,1,1,FALSE,Traditional,0,0,Conventional,UNKNOWN,1654
Sold,121 E 4th,121,4th,Houston,77007,29.7779959,-95.3963479,105000,100000,1997-04-01,1997-08-15,1228,85.5,81.43,5000,1906,2,1,1,FALSE,Victorian,108,108,Conventional,UNKNOWN,1413
Sold,429 Byrne,429,Byrne,Houston,77009,29.7847661,-95.3762272,124900,100000,1996-10-06,1997-06-18,1251,99.84,79.94,0,1940,2,1,1,FALSE,Traditional,228,228,Conventional,UNKNOWN,1896
Sold,811 Highland,811,Highland,Houston,77009,29.7876031,-95.3813181,110000,100000,1999-05-07,1999-06-01,931,22,107.41,5000,1920,2,1,1,FALSE,Traditional,19,19,Cash Sale,UNKNOWN,1952
Sold,1230 Omar,1230,Omar,Houston,77008,29.7878502,-95.3891086,105000,100000,1999-02-06,1999-04-23,1243,16.8,80.45,6250,1920,2,1,1,FALSE,Traditional,41,41,Conventional,UNKNOWN,1602
Sold,1109 Euclid,1109,Euclid,Houston,77009,29.7854215,-95.3867365,109900,100000,1998-09-17,1999-02-24,1296,84.8,77.16,5000,1920,3,1,1,FALSE,Other Style,138,138,Conventional,UNKNOWN,1809
Sold,424 Cortlandt,424,Cortlandt,Houston,77007,29.7787356,-95.3947936,110000,101000,1997-12-06,1998-02-02,0,11.11,10.2,9900,940,2,1,1,FALSE,Traditional,53,53,Conventional,UNKNOWN,1603
Sold,2531 White Oak Btsa,2531,White Oak Btsa,Houston,77009,29.7814547,-95.3855915,109900,101425,1997-04-07,1997-07-16,1372,80.1,73.92,6000,1928,3,2,1,FALSE,Traditional,98,98,Conventional,UNKNOWN,2364
Sold,616 Wendel,616,Wendel,Houston,77009,29.7820527,-95.3786397,115000,102000,1998-05-12,1998-07-10,1164,98.8,87.63,5000,1920,2,1,1,FALSE,Traditional,43,43,Conventional,UNKNOWN,2481
Sold,714 Byrne,714,Byrne,Houston,77009,29.784206,-95.380582,109900,102500,1998-05-19,1998-08-21,1316,83.51,77.89,5650,1920,3,2,1,FALSE,Traditional,90,90,Conventional,UNKNOWN,0
Sold,2719 Houston Avenue,2719,Houston,Houston,77009,29.7817203,-95.3723838,103000,103000,2005-01-25,2005-03-15,1116,92.29,92.29,7500,1920,2,1,1,FALSE,Traditional,2,762,Conventional,UNKNOWN,5080
Sold,803 Redan,803,Redan,Houston,77009,29.7899328,-95.3811341,109900,103000,1997-04-15,1997-06-27,0,0,0,6250,1925,2,1,1,FALSE,Traditional,72,72,Conventional,UNKNOWN,1851
Sold,218 Payne,218,Payne,Houston,77009,29.7843032,-95.369849,115000,105000,2005-03-21,2005-06-22,1246,92.3,84.27,5300,1920,2,1,1.5,FALSE,Traditional,36,36,Private,UNKNOWN,2078
Sold,121 Payne,121,Payne,Houston,77009,29.784656,-95.3711573,129900,105000,2002-02-18,2002-05-30,1317,98.63,79.73,5250,1900,2,1,1,FALSE,Traditional,73,73,Cash Sale,UNKNOWN,1742
Sold,1136 Highland,1136,Highland,Houston,77009,29.7871601,-95.3875435,118000,105000,1996-02-01,1997-02-21,1236,95.47,84.95,9970,1920,2,1,1,FALSE,Traditional,344,344,Conventional,UNKNOWN,2154
Sold,708 Columbia,708,Columbia,Houston,77009,29.7839811,-95.392769,118000,105000,1999-03-23,1999-09-10,1410,17.88,74.47,6600,1900,3,1.1,1,FALSE,Victorian,136,136,Conventional,UNKNOWN,2242
Sold,501 Byrne,501,Byrne,Houston,77009,29.7847962,-95.3765952,116900,105000,1997-11-10,1998-01-28,0,0,0,0,0,2,1,1,FALSE,Traditional,79,79,Conventional,UNKNOWN,0
Sold,520 E 5,520,5,Houston,77007,29.7795619,-95.3922169,110000,105550,2006-04-18,2007-02-02,898,122.49,117.54,2000,1915,1,1,1,FALSE,Traditional,3,3,Cash Sale,UNKNOWN,0
Sold,3407 White Oak Drive,3407,White Oak,Houston,77007,29.7813226,-95.3943846,99900,106000,2004-04-02,2004-07-15,966,103.42,109.73,5000,1920,2,1,1,FALSE,Traditional,21,21,Conventional,UNKNOWN,4026
Sold,110 Quitman,110,Quitman,Houston,77009,29.780119,-95.36952,115000,107000,2000-03-21,2000-09-11,1781,64.57,60.08,5000,1945,3,1.1,1,FALSE,Traditional,129,129,Conventional,UNKNOWN,1365
Sold,415 Harvard,415,Harvard,Houston,77007,29.7785337,-95.3964297,109500,107500,1997-03-29,1997-05-20,980,111.73,109.69,6600,1920,2,1,1,FALSE,Traditional,4,4,Conventional,UNKNOWN,2390
Sold,3000 Beauchamp,3000,Beauchamp,Houston,77008,29.78538,-95.3738762,115000,107500,1998-12-15,1999-02-22,1700,67.65,63.24,6500,1935,2,3,1,FALSE,Traditional,38,38,Conventional,UNKNOWN,0
Sold,902 Woodland,902,Woodland,Houston,77009,29.7857379,-95.3822791,119000,108000,1997-10-24,1998-02-25,1080,110.19,100,5000,1940,2,1,1,FALSE,Traditional,54,54,Conventional,UNKNOWN,2549
Sold,416 Merrill,416,Merrill,Houston,77009,29.7890933,-95.3762681,109900,109000,1998-01-11,1998-06-04,0,0,0,5400,1935,3,1,1,FALSE,Traditional,141,141,Conventional,UNKNOWN,1561
Sold,1121 E 6 1/2,1121,6 1/2,Houston,77009,29.7827494,-95.386976,115000,109000,1997-10-09,1998-01-07,1129,101.86,96.55,6600,1930,2,1,1,FALSE,Traditional,65,65,Conventional,UNKNOWN,2112
Sold,635 E 10,635,10,Houston,77008,29.789148,-95.3904582,109900,109900,1999-03-09,1999-04-29,0,0,0,0,0,2,1,1,FALSE,Traditional,42,42,Conventional,UNKNOWN,1329
Sold,1127 Woodland Street,1127,Woodland,Houston,77009,29.7861915,-95.3872069,120000,110000,2003-02-01,2003-03-05,725,24,151.72,5000,1920,1,1,1,FALSE,Traditional,11,11,Cash Sale,UNKNOWN,2781
Sold,114 Redan,114,Redan,Houston,77009,29.7895499,-95.3727927,129900,110000,2002-05-03,2002-10-22,2284,56.87,48.16,7308,1920,2,1,1,FALSE,Traditional,104,104,Cash Sale,UNKNOWN,3667
Sold,535 Granberry,535,Granberry,Houston,77007,29.7810447,-95.390131,119250,110000,2001-11-29,2002-03-28,976,122.18,112.7,5000,1920,2,1,1,FALSE,Traditional,94,94,FHA,UNKNOWN,2791
