Status,Address,StreetNumber,StreetName,City,PostalCode,Lat,Long,ListPrice,ClosePrice,ListingContractDate,CloseDate,SqFtTotal,PriceSqFtList,PriceSqFtSold,LotSize,YearBuilt,BedsTotal,BathsTotal,Stories,NewConstruction,Style,DOM,CDOM,SoldTermsNew,HOAMandatory,TaxAmount
Sold,2606 Stevens Street,2606,Stevens,Houston,77026,29.7859403,-95.3438526,23900,14400,2010-11-15,2011-01-03,528,45.27,27.27,5000,1940,2,1,1,FALSE,Traditional,30,30,Cash Sale,FALSE,1019
Sold,1401 Amundsen,1401,Amundsen,Houston,77009,29.8009442,-95.3541925,15000,15000,2016-03-30,2016-04-12,540,27.78,27.78,5000,1945,2,2,1,FALSE,Other Style,0,0,Private,FALSE,0
Sold,5405 Cochran,5405,Cochran,Houston,77009,29.8088689,-95.3566858,22000,15000,2001-01-25,2001-02-20,660,33.33,22.73,5000,1940,2,1,1,FALSE,Other Style,21,21,Cash Sale,UNKNOWN,466
Sold,2715 Providence Street,2715,Providence,Houston,77020,29.7711187,-95.3426369,15900,15900,2008-04-07,2008-05-07,1020,15.59,15.59,2500,1922,2,1,1,FALSE,Traditional,9,9,Cash Sale,FALSE,1099
Sold,2706 Quitman,2706,Quitman,Houston,77026,29.783378,-95.342637,18900,16000,2008-02-26,2008-06-05,1260,15,12.7,2100,2000,3,1.1,2,FALSE,Other Style,64,427,Cash Sale,FALSE,0
Sold,1307 Griffin,1307,Griffin,Houston,77009,29.808677,-95.3550202,18500,16000,1998-07-15,1998-08-28,612,30.23,26.14,6250,1937,2,1,1,FALSE,Victorian,20,20,Cash Sale,UNKNOWN,370
Sold,4105 Chapman,4105,Chapman,Houston,77009,29.7978682,-95.3544378,20000,16000,1998-06-11,1998-07-21,940,21.28,17.02,5000,1910,2,1,1,FALSE,Traditional,37,37,Cash Sale,UNKNOWN,255
Sold,3201 Brackenridge Street,3201,Brackenridge,Houston,77026,29.7915347,-95.3412679,17000,17000,2016-02-19,2016-03-04,672,4.41,25.3,3854,1938,3,2,2,FALSE,Other Style,7,7,Cash Sale,FALSE,160
Sold,2707 Jones Street,2707,Jones,Houston,77026,29.7859519,-95.3435665,17000,17000,2012-01-20,2012-06-20,966,17.6,17.6,5000,1936,2,1,1,FALSE,Traditional,41,41,Cash Sale,FALSE,1460
Sold,2810 Newhoff Street,2810,Newhoff,Houston,77026,29.7853595,-95.3414824,19000,17000,2005-06-30,2005-10-21,624,4.74,27.24,4011,1938,2,1,1,FALSE,Traditional,91,91,Conventional,UNKNOWN,909
Sold,2206 Noble,2206,Noble,Houston,77026,29.7803454,-95.3472854,20000,17000,1999-09-10,1999-12-20,1244,16.08,13.67,5000,1935,2,1,1,FALSE,Traditional,101,101,Cash Sale,UNKNOWN,723
Sold,2412 Lorraine Street,2412,Lorraine,Houston,77026,29.7783952,-95.3453238,23000,17500,2005-02-03,2005-11-21,840,27.38,20.83,3700,1948,2,1,1,FALSE,Traditional,255,255,Cash Sale,UNKNOWN,956
Sold,1602 Gale Street,1602,Gale,Houston,77009,29.8058512,-95.3521489,25000,18000,2011-07-11,2012-03-07,926,26,19.44,2150,1950,2,1,1,FALSE,Traditional,207,1507,Owner 1st,FALSE,0
Sold,2014 Brackenridge Street,2014,Brackenridge,Houston,77026,29.7805723,-95.3408184,22900,18000,2007-04-25,2007-07-27,504,45.44,35.71,4250,1935,2,1,1,FALSE,Traditional,84,84,Cash Sale,UNKNOWN,651
Sold,1915 Shearn,1915,Shearn,Houston,77007,29.774174,-95.377843,29000,18000,1998-05-26,1999-02-25,1025,28.29,17.56,5000,1930,2,1,1,FALSE,Victorian,211,211,Conventional,UNKNOWN,621
Sold,5404 Gano,5404,Gano,Houston,77009,29.8087899,-95.3552961,23500,18500,1999-01-06,1999-02-26,768,30.6,24.09,5000,1940,2,1,1,FALSE,Traditional,28,28,Cash Sale,UNKNOWN,450
Sold,1511 Amundsen,1511,Amundsen,Houston,77009,29.8010421,-95.3528846,24900,19000,2002-02-15,2002-09-28,880,28.3,21.59,6250,1940,2,1,1,FALSE,Traditional,104,104,Cash Sale,UNKNOWN,545
Sold,1710 Egypt,1710,Egypt,Houston,77009,29.7982005,-95.3506776,18800,19500,1998-01-20,1998-04-27,720,26.11,27.08,5000,1938,2,1,1,FALSE,Traditional,34,34,Conventional,UNKNOWN,316
Sold,4507 Hardy,4507,Hardy,Houston,77009,29.8014253,-95.3526087,19900,19900,2010-08-25,2010-10-27,948,20.99,20.99,5000,1940,3,1,1,FALSE,Traditional,2,2,Cash Sale,FALSE,0
Sold,2212 Brackenridge Street,2212,Brackenridge,Houston,77026,29.7824079,-95.3408695,19900,20000,2007-12-28,2008-04-21,1210,16.45,16.53,4250,1935,2,1,1,FALSE,Traditional,102,102,Cash Sale,FALSE,1030
Sold,5804 Elysian,5804,Elysian,Houston,77008,29.8123233,-95.3515358,20000,20000,2001-04-20,2001-07-06,518,4,38.61,5000,1940,1,1,1,FALSE,Traditional,33,33,Cash Sale,UNKNOWN,363
Sold,5802 Elysian,5802,Elysian,Houston,77008,29.812143,-95.3515358,20000,20000,2001-04-20,2001-07-06,676,4,29.59,5000,1940,1,1,1,FALSE,Traditional,33,33,Cash Sale,UNKNOWN,386
Sold,2018 Keene,2018,Keene,Houston,77009,29.7778337,-95.3632407,30000,20000,1998-10-12,1999-01-07,748,40.11,26.74,10350,1926,2,1,1,FALSE,Traditional,47,47,Owner 1st,UNKNOWN,948
Sold,1913 Maury Street,1913,Maury,Houston,77026,29.7790206,-95.3499419,21500,21500,2008-10-03,2008-10-31,1292,16.64,16.64,4650,1930,3,1,1,FALSE,Traditional,4,4,Cash Sale,FALSE,1629
Sold,5902 Gano,5902,Gano,Houston,77009,29.8132066,-95.355337,22500,21500,1999-05-19,1999-07-22,962,23.39,22.35,5000,1950,2,1,1,FALSE,Traditional,13,13,Cash Sale,UNKNOWN,485
Sold,2108 Sumpter,2108,Sumpter,Houston,77026,29.779392,-95.347758,21900,21900,2000-09-12,2000-12-15,1004,21.81,21.81,4300,1925,2,1,1,FALSE,Traditional,80,80,Cash Sale,UNKNOWN,670
Sold,3010 Brackenridge Street,3010,Brackenridge,Houston,77026,29.7888863,-95.34091,30000,22000,2015-03-31,2015-05-01,628,47.77,35.03,3360,1938,2,1,1,FALSE,Traditional,8,152,Cash Sale,FALSE,643
Sold,2116 Stevens Street,2116,Stevens,Houston,77026,29.7811535,-95.3437402,24500,22000,2013-01-25,2013-05-28,962,25.47,22.87,6800,1935,2,2,1,FALSE,Traditional,67,67,Cash Sale,FALSE,524
Sold,5601 Chapman,5601,Chapman,Houston,77009,29.8103894,-95.3547647,25000,22000,1999-07-30,1999-12-20,768,32.55,28.65,5000,1930,3,1,1,FALSE,Traditional,133,133,Cash Sale,UNKNOWN,542
Sold,5115 Dunlop,5115,Dunlop,Houston,77009,29.8070954,-95.3704214,25000,22000,1997-08-26,1997-11-21,504,49.6,43.65,5250,1935,1,1,1,FALSE,Traditional,16,16,Conventional,UNKNOWN,505
Sold,2815 Hardy,2815,Hardy,Houston,77009,29.786955,-95.3522307,29900,22500,2008-07-24,2008-12-15,1122,26.65,20.05,5000,1946,3,2,1,FALSE,Traditional,130,130,Cash Sale,FALSE,1567
Sold,2708 Quitman Street,2708,Quitman,Houston,77026,29.7833358,-95.3424632,24500,22900,2013-01-25,2013-06-20,1140,21.49,20.09,5200,1936,2,1,1,FALSE,Traditional,91,91,Cash Sale,FALSE,347
Sold,5107 Hardy Street,5107,Hardy,Houston,77009,29.8062789,-95.3527211,23500,23000,2012-05-29,2012-06-20,1020,23.04,22.55,5000,1954,3,1,1,FALSE,Ranch,0,0,Cash Sale,FALSE,1497
Sold,2019 Maury Street,2019,Maury,Houston,77026,29.7803718,-95.3499828,38000,23000,2011-12-24,2013-05-17,1355,28.04,16.97,5000,1945,2,1,1,FALSE,Ranch,482,1666,Cash Sale,FALSE,1412
Sold,5407 Cochran,5407,Cochran,Houston,77009,29.8090476,-95.3567267,39997,23000,2006-04-01,2006-04-19,2400,16.67,9.58,0,1953,0,0.1,1,FALSE,Other Style,11,11,Cash Sale,UNKNOWN,0
Sold,5122 Cherry,5122,Cherry,Houston,77026,29.8073123,-95.3449968,27500,23000,2001-08-03,2002-06-15,1532,17.95,15.01,22570,1935,3,1,1,FALSE,Traditional,0,0,Cash Sale,UNKNOWN,482
Sold,2610 Ivy Street,2610,Ivy,Houston,77026,29.8064204,-95.3447516,22900,23313,2013-09-09,2013-10-17,1140,20.09,20.45,5500,1935,3,1,1,FALSE,Traditional,16,16,Cash Sale,FALSE,437
Sold,4214 Terry,4214,Terry,Houston,77009,29.7988529,-95.3530896,34900,23500,2000-08-04,2000-10-14,1143,30.53,20.56,5000,1940,3,1,1,FALSE,"Contemporary/Modern, Traditional",35,35,Cash Sale,UNKNOWN,0
Sold,3919 Terry Street,3919,Terry,Houston,77009,29.7964215,-95.3534159,20900,23600,2012-11-27,2013-01-18,1164,17.96,20.27,5000,1940,2,1,1,FALSE,Traditional,21,21,Cash Sale,FALSE,1619
Sold,1416 Fairbanks Street,1416,Fairbanks,Houston,77009,29.8100166,-95.3539473,29900,24000,2010-09-30,2010-11-28,1888,15.84,12.71,5000,1941,3,2,1,FALSE,Other Style,3,3,Cash Sale,FALSE,2505
Sold,5718 Chapman,5718,Chapman,Houston,77009,29.8116666,-95.3543969,24900,24000,1997-07-31,1998-05-13,1051,4.98,22.84,5000,1940,3,1,1,FALSE,Other Style,244,244,Cash Sale,UNKNOWN,362
Sold,2835 Cetti Street,2835,Cetti,Houston,77009,29.7879483,-95.3588931,40000,24500,2010-05-20,2010-07-28,1354,29.54,18.09,5000,1950,3,1,1,FALSE,Traditional,22,22,Cash Sale,FALSE,2036
Sold,3015 Maury,3015,Maury,Houston,77009,29.7886744,-95.3504119,23900,24500,2002-03-25,2002-05-24,1524,15.68,16.08,5000,1950,2,1,1,FALSE,Traditional,2,2,Cash Sale,UNKNOWN,7
Sold,3516 Gano Street,3516,Gano,Houston,77009,29.7929335,-95.3549282,34000,25000,2011-08-30,2011-10-14,774,43.93,32.3,5000,1942,2,1,1,FALSE,Traditional,33,33,Cash Sale,FALSE,1422
Sold,4910 Elysian Street,4910,Elysian,Houston,77009,29.8047603,-95.3512497,24900,25000,2011-02-02,2011-03-23,1272,4.98,19.65,5000,1930,3,1,1,FALSE,Ranch,48,48,Owner 1st,FALSE,1202
Sold,1707 Stevens Street,1707,Stevens,Houston,77026,29.7769531,-95.3441795,29000,25000,2006-12-31,2007-04-05,679,42.71,36.82,3440,1929,2,1,1,FALSE,Traditional,15,15,Cash Sale,UNKNOWN,917
Sold,1810 Luzon Street,1810,Luzon,Houston,77009,29.786211,-95.3505549,23100,25000,2004-06-25,2004-07-27,1092,21.15,22.89,6250,1949,2,1,1,FALSE,Traditional,5,5,Cash Sale,UNKNOWN,1066
Sold,2517 Stevens Street,2517,Stevens,Houston,77026,29.7851138,-95.3442204,29900,25000,2004-05-01,2005-04-29,688,43.46,36.34,5950,1928,1,1,1,FALSE,Traditional,340,340,Cash Sale,UNKNOWN,829
Sold,302 Goldenrod Street,302,Goldenrod,Houston,77009,29.7882301,-95.3664148,30000,25000,2003-09-27,2003-10-15,1136,26.41,22.01,5000,1925,2,1,1,FALSE,Traditional,0,0,Owner 1st,UNKNOWN,796
Sold,5104 Dunlap,5104,Dunlap,Houston,77009,29.6985618,-95.4950275,24999,25000,2001-04-21,2001-08-28,610,40.98,40.98,0,1960,1,1,1,FALSE,Traditional,65,65,Cash Sale,UNKNOWN,1664
Sold,809 Erin,809,Erin,Houston,77009,29.7967751,-95.3602829,35900,25000,1996-12-01,1997-02-12,1150,31.22,21.74,9400,1945,2,1,1,FALSE,Traditional,66,66,Cash Sale,UNKNOWN,490
Sold,2218 Noble,2218,Noble,Houston,77026,29.7803184,-95.3468359,25000,25000,1999-11-06,2000-03-08,714,35.01,35.01,5000,1926,2,1,1,FALSE,Traditional,96,96,Conventional,UNKNOWN,564
Sold,5131 Elysian,5131,Elysian,Houston,77009,29.8067194,-95.3518628,29500,25000,1998-08-01,1998-09-14,1164,25.34,21.48,5000,1935,3,1,1,FALSE,Traditional,26,26,Owner 1st,UNKNOWN,779
Sold,4207 Billingsley,4207,Billingsley,Houston,77009,29.7985845,-95.3623677,27500,25000,1997-07-07,1997-09-05,1112,24.73,22.48,5500,1943,2,1,1,FALSE,Traditional,4,4,Conventional,UNKNOWN,648
Sold,3418 Cetti,3418,Cetti,Houston,77009,29.7921936,-95.3587296,25000,25000,1997-06-14,1997-09-10,756,33.07,33.07,5500,1935,2,1,1,FALSE,Other Style,18,18,Cash Sale,UNKNOWN,397
Sold,4605 Elysian Street,4605,Elysian,Houston,77009,29.8020385,-95.3516585,19900,25100,2009-12-23,2010-01-19,640,31.09,39.22,5000,1935,2,1,1,FALSE,Traditional,12,12,Cash Sale,FALSE,1327
Sold,704 Morris Street,704,Morris,Houston,77009,29.7821648,-95.363359,23760,25300,2010-09-28,2010-10-27,1016,23.39,24.9,2846,1930,2,1,1,FALSE,Traditional,8,8,Cash Sale,FALSE,1515
Sold,5018 Hardy Street,5018,Hardy,Houston,77009,29.8056759,-95.3523022,25900,26000,2012-06-25,2013-02-22,884,29.3,29.41,5000,1945,2,1,1,FALSE,Traditional,40,40,Cash Sale,FALSE,1396
Sold,2212 Brackenridge Street,2212,Brackenridge,Houston,77026,29.7824079,-95.3408695,29900,26000,2005-03-04,2005-05-25,1210,24.71,21.49,4250,1935,2,1,1,FALSE,Traditional,70,70,Cash Sale,UNKNOWN,1004
Sold,4106 Hardy Street,4106,Hardy,Houston,77009,29.7977836,-95.3520672,29900,26000,2003-08-30,2004-06-18,1056,28.31,24.62,5000,1940,3,1,1,FALSE,Traditional,34,34,Cash Sale,UNKNOWN,488
Sold,1504 Euel,1504,Euel,Houston,77009,29.8117998,-95.3533342,29900,26500,1997-04-02,1997-07-31,912,32.79,29.06,0,1947,2,1,1,FALSE,Traditional,104,104,Conventional,UNKNOWN,0
Sold,1420 Halpern,1420,Halpern,Houston,77009,29.7879392,-95.3532627,27000,27000,2006-11-27,2007-04-03,0,0,0,0,1940,2,1,1,FALSE,Traditional,23,23,Private,UNKNOWN,0
Sold,3705 Chapman,3705,Chapman,Houston,77009,29.7944446,-95.354356,32500,27000,1997-01-30,1997-02-20,1248,26.04,21.63,5000,1975,4,2,1,FALSE,Traditional,15,15,Cash Sale,UNKNOWN,890
Sold,1620 Mckee,1620,Mckee,Houston,77009,29.7763692,-95.3519446,50000,27000,1996-04-18,1998-02-12,1554,32.18,17.37,5000,1926,3,2,2,FALSE,Traditional,663,663,Cash Sale,UNKNOWN,393
Sold,5117 Dunlap,5117,Dunlap,Houston,77009,29.6984269,-95.4947803,35000,27000,1997-08-26,1997-12-01,918,38.13,29.41,4299,1940,2,1,1,FALSE,Traditional,16,16,Conventional,UNKNOWN,654
Sold,2807 Hardy Street,2807,Hardy,Houston,77009,29.7866845,-95.3522307,39900,27300,2007-08-03,2008-07-03,1056,37.78,25.85,5000,1946,2,1,1,FALSE,Traditional,226,226,Cash Sale,FALSE,1807
Sold,2631 Stevens Street,2631,Stevens,Houston,77026,29.7867372,-95.3442204,28000,28000,2015-11-20,2015-12-19,576,48.61,48.61,5950,1936,1,1,1,FALSE,Traditional,28,28,Cash Sale,FALSE,875
Sold,1304 Bingham,1304,Bingham,Houston,77007,29.7719321,-95.3702169,31000,28000,1998-03-07,1998-07-02,1298,23.88,21.57,6000,1926,2,1,1,FALSE,Traditional,67,67,Cash Sale,UNKNOWN,880
Sold,1219 Shearn,1219,Shearn,Houston,77007,29.7742871,-95.3699716,29900,28225,1997-02-24,1997-10-27,1222,24.47,23.1,5000,1920,2,1,1,FALSE,Traditional,219,219,Conventional,UNKNOWN,685
Sold,1607 Egypt Street,1607,Egypt,Houston,77009,29.7985001,-95.3521898,40000,28500,2013-10-02,2013-10-23,946,42.28,30.13,5000,1940,3,1,1,FALSE,Traditional,1,1,Cash Sale,FALSE,1398
Sold,3907 Hain Street,3907,Hain,Houston,77009,29.7957496,-95.3644525,19999,28500,2011-08-13,2011-09-07,1001,4.13,28.47,4840,1940,2,1,1,FALSE,Traditional,5,5,Cash Sale,FALSE,2067
Sold,2108 Sumpter Street,2108,Sumpter,Houston,77026,29.779392,-95.347758,28900,28500,2003-10-23,2004-02-09,1004,28.78,28.39,4300,1925,2,1,1,FALSE,Traditional,77,77,Cash Sale,UNKNOWN,1119
Sold,2915 Jones,2915,Jones,Houston,77026,29.7885372,-95.3434746,28500,28699,2011-06-22,2011-08-17,1164,24.48,24.66,5000,1936,3,2,1,FALSE,Traditional,18,18,Cash Sale,FALSE,0
Sold,1601 Gaines Street,1601,Gaines,Houston,77009,29.8053052,-95.3522715,29000,29000,2014-08-03,2014-08-27,768,5.8,37.76,5000,1955,2,1,1,FALSE,Traditional,4,4,Cash Sale,FALSE,1319
Sold,210 Eichwurzel,210,Eichwurzel,Houston,77009,29.8106591,-95.3714844,34900,29050,1997-11-28,1997-12-31,1074,32.5,27.05,4500,1935,2,1,1,FALSE,Traditional,31,31,Cash Sale,UNKNOWN,954
Sold,1714 Mary Street,1714,Mary,Houston,77026,29.7771347,-95.3463863,40810,29500,2003-08-16,2003-11-07,1759,23.2,16.77,5000,1925,3,1,1.5,FALSE,Traditional,39,39,Cash Sale,UNKNOWN,1312
Sold,3801 Elysian Street,3801,Elysian,Houston,77009,29.7951013,-95.351495,29900,29900,2011-01-03,2011-11-02,1235,24.21,24.21,5000,1946,2,2,1,FALSE,Traditional,290,1090,Cash Sale,FALSE,1495
Sold,2418 Hardy,2418,Hardy,Houston,77009,29.7840217,-95.351168,29900,29900,2001-06-06,2001-08-14,5040,5.93,5.93,4500,1928,3,2,1,FALSE,Traditional,13,13,Conventional,UNKNOWN,439
Sold,408 Quitman,408,Quitman,Houston,77009,29.7800694,-95.3652701,29900,29900,1997-03-01,1997-04-18,1029,29.06,29.06,3780,1910,2,1,1,FALSE,Traditional,34,34,Conventional,UNKNOWN,348
Sold,1608 Everett,1608,Everett,Houston,77009,29.7744265,-95.3587296,30000,29900,1997-07-14,1997-10-14,720,41.67,41.53,3200,1900,2,1,1,FALSE,Other Style,42,42,Conventional,UNKNOWN,250
Sold,2015 Hardy Street,2015,Hardy,Houston,77026,29.780163,-95.351638,33650,30000,2012-11-01,2013-01-03,1346,6.73,22.29,5000,1940,2,2,1,FALSE,Traditional,29,29,Cash Sale,FALSE,1104
Sold,2829 Eastex Freeway,2829,Eastex,Houston,77026,29.7873315,-95.3406652,39100,30000,2011-06-24,2013-04-05,0,0,0,0,1938,3,1,1,FALSE,Colonial,648,1074,Cash Sale,FALSE,0
Sold,4307 Beggs Street,4307,Beggs,Houston,77009,29.799207,-95.3659242,52000,30000,2011-05-01,2011-06-15,967,53.77,31.02,5500,1940,2,2,1,FALSE,Traditional,27,27,Cash Sale,FALSE,1224
Sold,1612 Gano,1612,Gano,Houston,77009,29.775952,-95.354361,50000,30000,2010-02-15,2010-06-18,736,67.93,40.76,3675,1926,1,1,1,FALSE,Traditional,93,356,Cash Sale,FALSE,1506
Sold,4607 Elysian Street,4607,Elysian,Houston,77009,29.8021721,-95.3516993,35200,30000,2009-12-03,2010-04-20,1525,23.08,19.67,5000,1950,3,2,1,FALSE,Traditional,126,126,Cash Sale,FALSE,2160
Sold,1411 Morris Street,1411,Morris,Houston,77009,29.7844974,-95.353245,24900,30000,2008-12-01,2009-01-29,990,25.15,30.3,5000,1926,1,1,1,FALSE,Traditional,1,1,Cash Sale,FALSE,2948
Sold,5720 Elysian,5720,Elysian,Houston,77009,29.8118741,-95.351495,35000,30000,2008-11-13,2010-05-14,2874,12.18,10.44,5000,1945,0,1,1,FALSE,Other Style,513,513,Cash Sale,FALSE,2577
Sold,2116 Mary Street,2116,Mary,Houston,77026,29.780954,-95.346435,30000,30000,2008-02-02,2008-07-14,1152,4.8,26.04,6250,1940,3,1,1,FALSE,Traditional,152,152,Cash Sale,FALSE,1802
Sold,2729 Jones Street,2729,Jones,Houston,77026,29.7867669,-95.3434848,38000,30000,2007-12-10,2008-01-29,1250,30.4,24,15000,1940,2,1.1,1,FALSE,Traditional,23,23,Cash Sale,FALSE,1831
Sold,1510 N Goliad Street,1510,Goliad,Houston,77007,29.7721937,-95.3699475,45000,30000,2007-07-02,2012-05-25,727,23.08,41.27,1950,1924,2,1,1,FALSE,Traditional,1660,1846,Conventional,FALSE,1658
Sold,1418 Fairbanks Street,1418,Fairbanks,Houston,77009,29.8100249,-95.3537429,24900,30000,2006-12-07,2006-12-31,1442,17.27,20.8,5000,1941,2,1,1,FALSE,Traditional,7,7,Cash Sale,UNKNOWN,2166
Sold,2705 Mills Street,2705,Mills,Houston,77026,29.7777857,-95.3425449,30000,30000,2003-07-20,2003-12-05,832,36.06,36.06,4000,1948,2,2,1,FALSE,Traditional,116,116,Cash Sale,UNKNOWN,633
Sold,5018 Hardy,5018,Hardy,Houston,77009,29.8056759,-95.3523022,50000,30000,2000-05-07,2000-07-03,884,56.56,33.94,5000,1945,2,1,1,FALSE,Traditional,47,47,Conventional,UNKNOWN,542
Sold,5302 Hardy,5302,Hardy,Houston,77009,29.8079169,-95.3523533,35000,30000,1999-02-04,1999-03-09,1191,29.39,25.19,10000,1945,4,1,1,FALSE,Traditional,10,10,Cash Sale,UNKNOWN,519
Sold,226 Royder,226,Royder,Houston,77009,29.799163,-95.3692357,29900,30000,1997-09-19,1998-03-25,686,43.59,43.73,0,1939,2,1,1,FALSE,Traditional,139,139,Conventional,UNKNOWN,527
Sold,2508 Gano Street,2508,Gano,Houston,77009,29.7847448,-95.3544786,39900,30100,2011-04-23,2011-06-07,1106,36.08,27.22,4000,1930,3,1,1,FALSE,Traditional,40,40,Cash Sale,FALSE,1181
Sold,2642 Stevens Street,2642,Stevens,Houston,77026,29.7872046,-95.3438117,33900,31000,2007-06-07,2007-09-29,1544,21.96,20.08,5000,1936,3,1.1,1,FALSE,Traditional,78,78,Cash Sale,UNKNOWN,1434
Sold,809 Carl Street,809,Carl,Houston,77009,29.783514,-95.362613,40900,31000,1998-12-09,1999-03-10,660,61.97,46.97,5000,1930,2,1,1,FALSE,Traditional,76,76,Cash Sale,UNKNOWN,461
Sold,5101 Cherry Street,5101,Cherry,Houston,77026,29.8068149,-95.3455894,31500,31500,2010-08-10,2010-09-01,1490,21.14,21.14,12300,1935,3,1,1,FALSE,Traditional,22,22,Cash Sale,FALSE,785
Sold,1703 West Street,1703,West,Houston,77026,29.7766986,-95.3460185,32900,32000,2011-03-18,2011-05-27,1519,21.66,21.07,5000,1920,3,1,1,FALSE,Traditional,53,53,Cash Sale,FALSE,1790
Sold,2310 Harrington Street,2310,Harrington,Houston,77026,29.7764263,-95.3460594,35900,32000,2007-06-27,2007-09-06,1496,23,21.39,5000,1968,2,1,1,FALSE,Traditional,62,62,Conventional,UNKNOWN,2256
Sold,3718 Chapman,3718,Chapman,Houston,77009,29.7947317,-95.3539473,34900,32000,2003-07-09,2003-08-14,702,49.72,45.58,5000,1947,2,1,1,FALSE,Traditional,8,8,Cash Sale,UNKNOWN,497
Sold,902 Erin,902,Erin,Houston,77009,29.7964744,-95.359915,34900,32000,1998-01-10,1998-03-13,1144,30.51,27.97,5000,1948,2,1,1,FALSE,Traditional,20,20,Conventional,UNKNOWN,353
Sold,400 Quitman,400,Quitman,Houston,77009,29.7799159,-95.3657198,32500,32000,1997-04-24,1997-07-22,1156,28.11,27.68,5000,1910,2,1,1,FALSE,Traditional,67,67,Conventional,UNKNOWN,413
Sold,113 Morris Street,113,Morris,Houston,77009,29.7807533,-95.3673142,33900,32500,2011-05-07,2011-06-20,1538,6.52,21.13,5200,1930,5,1.1,1,FALSE,Traditional,11,11,Cash Sale,FALSE,1975
Sold,2118 Davis,2118,Davis,Houston,77026,29.7814239,-95.3427144,35000,33000,2002-06-22,2002-09-09,1076,32.53,30.67,6800,1935,2,1,1,FALSE,Traditional,48,48,Cash Sale,UNKNOWN,681
Sold,5006 Hardy Street,5006,Hardy,Houston,77009,29.8055741,-95.3523124,22000,33500,2013-10-29,2013-12-06,816,26.96,41.05,5000,1940,2,1,1,FALSE,Other Style,15,15,Cash Sale,FALSE,1236
Sold,203 Coronado Street,203,Coronado,Houston,77009,29.7998459,-95.3690722,23900,33900,2012-03-01,2012-04-12,648,36.88,52.31,5000,1920,3,2,1,FALSE,Traditional,17,18,Cash Sale,FALSE,1478
Sold,3807 Maury Street,3807,Maury,Houston,77009,29.7952328,-95.3504732,49900,34000,2014-08-01,2014-09-16,760,9.98,44.74,5000,1935,2,1,1,FALSE,Traditional,24,24,Cash Sale,FALSE,0
Sold,2916 W Chapman,2916,Chapman,Houston,77009,29.787739,-95.3537531,49900,34000,2006-08-10,2006-10-26,0,0,0,5000,1940,4,2,1,FALSE,Other Style,36,36,Cash Sale,UNKNOWN,0
Sold,2011 Mary Street,2011,Mary,Houston,77026,29.7799576,-95.3468359,34599,34000,2005-10-17,2006-02-20,768,45.05,44.27,5000,1935,2,1,1,FALSE,Traditional,101,101,Cash Sale,UNKNOWN,1199
